"","variable","time","fcst_date","lower","median","upper"
"218","pghunemp",237,2021-02-01,-1.82010359541918,0.232613840822021,2.44098770242885
"219","pghunemp",238,2021-03-01,-2.48665344538641,-0.0790507578021954,2.30043528714955
"220","pghunemp",239,2021-04-01,-2.87660821847979,-0.479974800915089,2.09096776597735
"221","pghunemp",240,2021-05-01,-2.57587121559162,-0.157366934326129,2.10823955135158
"222","pghunemp",241,2021-06-01,-2.36504951677497,0.204031638282467,2.57260373903863
"223","pghunemp",242,2021-07-01,-2.0741798627288,0.580165418919375,2.85658925940134
"224","pghunemp",243,2021-08-01,-2.16172414252377,0.316157614316609,2.60857925255957
"225","pghunemp",244,2021-09-01,-2.48065298280595,-0.132935423218419,2.29323778781898
"226","pghunemp",245,2021-10-01,-2.7296518964666,-0.189140898831858,2.20385262088127
"227","pghunemp",246,2021-11-01,-2.71863060881762,-0.173282932891116,2.17385583198898
"228","pghunemp",247,2021-12-01,-2.47580395727591,0.125592175748825,2.66029720793055
"229","pghunemp",248,2022-01-01,-2.02973934787197,0.410530910036547,2.92726456995731
"230","pghunemp",249,2022-02-01,-2.40828288129052,0.358105152333195,2.94349041450612
"231","pghunemp",250,2022-03-01,-2.53797889844462,-0.0759364788408368,2.61444852962575
"232","pghunemp",251,2022-04-01,-2.85467738005902,-0.234639055721765,2.42825563265052
"233","pghunemp",252,2022-05-01,-2.69899351708354,-0.115409210588445,2.25799025307544
"234","pghunemp",253,2022-06-01,-2.42736625706278,0.165739742713858,2.73890105935105
"235","pghunemp",254,2022-07-01,-2.14883274376268,0.399512322133772,2.84238300462028
"236","pghunemp",255,2022-08-01,-2.43837388532662,0.248645989864914,2.75029892622005
"237","pghunemp",256,2022-09-01,-2.63371064763793,-0.00875542744558469,2.38664797783164
"238","pghunemp",257,2022-10-01,-2.61762368756972,-0.257951575517721,2.23921438937899
"239","pghunemp",258,2022-11-01,-2.67729025122322,-0.0709488732345269,2.33242464958733
"240","pghunemp",259,2022-12-01,-2.46002168531493,0.128159561050428,2.61368636549205
